id,name,generation,height,weight,base_experience,hp,attack,defense,special_attack,special_defense,speed,type_1,type_2,total_stats,height_m,weight_kg,type_combination,overall_rank
531,audino,Gen 5,11,310,390,103,60,86,60,86,50,normal,,445,1.1,31.0,normal,525
532,timburr,Gen 5,6,125,61,75,80,55,25,35,35,fighting,,305,0.6,12.5,fighting,833
533,gurdurr,Gen 5,12,400,142,85,105,85,40,50,40,fighting,,405,1.2,40.0,fighting,605
534,conkeldurr,Gen 5,14,870,227,105,140,95,55,65,45,fighting,,505,1.4,87.0,fighting,262
535,tympole,Gen 5,5,45,59,50,50,40,50,40,64,water,,294,0.5,4.5,water,888
536,palpitoad,Gen 5,8,170,134,75,65,55,65,55,69,water,ground,384,0.8,17.0,water / ground,659
537,seismitoad,Gen 5,15,620,229,105,95,75,85,75,74,water,ground,509,1.5,62.0,water / ground,255
538,throh,Gen 5,13,555,163,120,100,85,30,85,45,fighting,,465,1.3,55.5,fighting,466
539,sawk,Gen 5,14,510,163,75,125,75,30,75,85,fighting,,465,1.4,51.0,fighting,466
540,sewaddle,Gen 5,3,25,62,45,53,70,40,60,42,bug,grass,310,0.3,2.5,bug / grass,804
541,swadloon,Gen 5,5,73,133,55,63,90,50,80,42,bug,grass,380,0.5,7.3,bug / grass,662
542,leavanny,Gen 5,12,205,225,75,103,80,70,80,92,bug,grass,500,1.2,20.5,bug / grass,278
543,venipede,Gen 5,4,53,52,30,45,59,30,39,57,bug,poison,260,0.4,5.3,bug / poison,955
544,whirlipede,Gen 5,12,585,126,40,55,99,40,79,47,bug,poison,360,1.2,58.5,bug / poison,684
545,scolipede,Gen 5,25,2005,218,60,100,89,55,69,112,bug,poison,485,2.5,200.5,bug / poison,372
546,cottonee,Gen 5,3,6,56,40,27,60,37,50,66,grass,fairy,280,0.3,0.6,grass / fairy,913
547,whimsicott,Gen 5,7,66,168,60,67,85,77,75,116,grass,fairy,480,0.7,6.6,grass / fairy,405
548,petilil,Gen 5,5,66,56,45,35,50,70,50,30,grass,,280,0.5,6.6,grass,913
549,lilligant,Gen 5,11,163,168,70,60,75,110,75,90,grass,,480,1.1,16.3,grass,405
550,basculin-red-striped,Gen 5,10,180,161,70,92,65,80,55,98,water,,460,1.0,18.0,water,477
551,sandile,Gen 5,7,152,58,50,72,35,35,35,65,ground,dark,292,0.7,15.2,ground / dark,890
552,krokorok,Gen 5,10,334,123,60,82,45,45,45,74,ground,dark,351,1.0,33.4,ground / dark,700
553,krookodile,Gen 5,15,963,234,95,117,80,65,70,92,ground,dark,519,1.5,96.3,ground / dark,222
554,darumaka,Gen 5,6,375,63,70,90,45,15,45,50,fire,,315,0.6,37.5,fire,793
555,darmanitan-standard,Gen 5,13,929,168,105,140,55,30,55,95,fire,,480,1.3,92.9,fire,405
556,maractus,Gen 5,10,280,161,75,86,67,106,67,60,grass,,461,1.0,28.0,grass,476
557,dwebble,Gen 5,3,145,65,50,65,85,35,35,55,bug,rock,325,0.3,14.5,bug / rock,761
558,crustle,Gen 5,14,2000,170,70,105,125,65,75,45,bug,rock,485,1.4,200.0,bug / rock,372
559,scraggy,Gen 5,6,118,70,50,75,70,35,70,48,dark,fighting,348,0.6,11.8,dark / fighting,711
560,scrafty,Gen 5,11,300,171,65,90,115,45,115,58,dark,fighting,488,1.1,30.0,dark / fighting,366
561,sigilyph,Gen 5,14,140,172,72,58,80,103,80,97,psychic,flying,490,1.4,14.0,psychic / flying,338
562,yamask,Gen 5,5,15,61,38,30,85,55,65,30,ghost,,303,0.5,1.5,ghost,852
563,cofagrigus,Gen 5,17,765,169,58,50,145,95,105,30,ghost,,483,1.7,76.5,ghost,396
564,tirtouga,Gen 5,7,165,71,54,78,103,53,45,22,water,rock,355,0.7,16.5,water / rock,691
565,carracosta,Gen 5,12,810,173,74,108,133,83,65,32,water,rock,495,1.2,81.0,water / rock,317
566,archen,Gen 5,5,95,71,55,112,45,74,45,70,rock,flying,401,0.5,9.5,rock / flying,632
567,archeops,Gen 5,14,320,177,75,140,65,112,65,110,rock,flying,567,1.4,32.0,rock / flying,123
568,trubbish,Gen 5,6,310,66,50,50,62,40,62,65,poison,,329,0.6,31.0,poison,757
569,garbodor,Gen 5,19,1073,166,80,95,82,60,82,75,poison,,474,1.9,107.3,poison,442
570,zorua,Gen 5,7,125,66,40,65,40,80,40,65,dark,,330,0.7,12.5,dark,741
571,zoroark,Gen 5,16,811,179,60,105,60,120,60,105,dark,,510,1.6,81.1,dark,237
572,minccino,Gen 5,4,58,60,55,50,40,40,40,75,normal,,300,0.4,5.8,normal,856
573,cinccino,Gen 5,5,75,165,75,95,60,65,60,115,normal,,470,0.5,7.5,normal,450
574,gothita,Gen 5,4,58,58,45,30,50,55,65,45,psychic,,290,0.4,5.8,psychic,892
575,gothorita,Gen 5,7,180,137,60,45,70,75,85,55,psychic,,390,0.7,18.0,psychic,646
576,gothitelle,Gen 5,15,440,221,70,55,95,95,110,65,psychic,,490,1.5,44.0,psychic,338
577,solosis,Gen 5,3,10,58,45,30,40,105,50,20,psychic,,290,0.3,1.0,psychic,892
578,duosion,Gen 5,6,80,130,65,40,50,125,60,30,psychic,,370,0.6,8.0,psychic,669
579,reuniclus,Gen 5,10,201,221,110,65,75,125,85,30,psychic,,490,1.0,20.1,psychic,338
580,ducklett,Gen 5,5,55,61,62,44,50,44,50,55,water,flying,305,0.5,5.5,water / flying,833
581,swanna,Gen 5,13,242,166,75,87,63,87,63,98,water,flying,473,1.3,24.2,water / flying,446
582,vanillite,Gen 5,4,57,61,36,50,50,65,60,44,ice,,305,0.4,5.7,ice,833
583,vanillish,Gen 5,11,410,138,51,65,65,80,75,59,ice,,395,1.1,41.0,ice,640
584,vanilluxe,Gen 5,13,575,241,71,95,85,110,95,79,ice,,535,1.3,57.5,ice,146
585,deerling,Gen 5,6,195,67,60,60,50,40,50,75,normal,grass,335,0.6,19.5,normal / grass,731
586,sawsbuck,Gen 5,19,925,166,80,100,70,60,70,95,normal,grass,475,1.9,92.5,normal / grass,431
587,emolga,Gen 5,4,50,150,55,75,60,75,60,103,electric,flying,428,0.4,5.0,electric / flying,552
588,karrablast,Gen 5,5,59,63,50,75,45,40,45,60,bug,,315,0.5,5.9,bug,793
589,escavalier,Gen 5,10,330,173,70,135,105,60,105,20,bug,steel,495,1.0,33.0,bug / steel,317
590,foongus,Gen 5,2,10,59,69,55,45,55,55,15,grass,poison,294,0.2,1.0,grass / poison,888
591,amoonguss,Gen 5,6,105,162,114,85,70,85,80,30,grass,poison,464,0.6,10.5,grass / poison,473
592,frillish-male,Gen 5,12,330,67,55,40,50,65,85,40,water,ghost,335,1.2,33.0,water / ghost,731
593,jellicent-male,Gen 5,22,1350,168,100,60,70,85,105,60,water,ghost,480,2.2,135.0,water / ghost,405
594,alomomola,Gen 5,12,316,165,165,75,80,40,45,65,water,,470,1.2,31.6,water,450
595,joltik,Gen 5,1,6,64,50,47,50,57,50,65,bug,electric,319,0.1,0.6,bug / electric,786
596,galvantula,Gen 5,8,143,165,70,77,60,97,60,108,bug,electric,472,0.8,14.3,bug / electric,447
597,ferroseed,Gen 5,6,188,61,44,50,91,24,86,10,grass,steel,305,0.6,18.8,grass / steel,833
598,ferrothorn,Gen 5,10,1100,171,74,94,131,54,116,20,grass,steel,489,1.0,110.0,grass / steel,364
599,klink,Gen 5,3,210,60,40,55,70,45,60,30,steel,,300,0.3,21.0,steel,856
600,klang,Gen 5,6,510,154,60,80,95,70,85,50,steel,,440,0.6,51.0,steel,527
601,klinklang,Gen 5,6,810,234,60,100,115,70,85,90,steel,,520,0.6,81.0,steel,214
602,tynamo,Gen 5,2,3,55,35,55,40,45,40,60,electric,,275,0.2,0.3,electric,926
603,eelektrik,Gen 5,12,220,142,65,85,70,75,70,40,electric,,405,1.2,22.0,electric,605
604,eelektross,Gen 5,21,805,232,85,115,80,105,80,50,electric,,515,2.1,80.5,electric,226
605,elgyem,Gen 5,5,90,67,55,55,55,85,55,30,psychic,,335,0.5,9.0,psychic,731
606,beheeyem,Gen 5,10,345,170,75,75,75,125,95,40,psychic,,485,1.0,34.5,psychic,372
607,litwick,Gen 5,3,31,55,50,30,55,65,55,20,ghost,fire,275,0.3,3.1,ghost / fire,926
608,lampent,Gen 5,6,130,130,60,40,60,95,60,55,ghost,fire,370,0.6,13.0,ghost / fire,669
609,chandelure,Gen 5,10,343,234,60,55,90,145,90,80,ghost,fire,520,1.0,34.3,ghost / fire,214
610,axew,Gen 5,6,180,64,46,87,60,30,40,57,dragon,,320,0.6,18.0,dragon,772
611,fraxure,Gen 5,10,360,144,66,117,70,40,50,67,dragon,,410,1.0,36.0,dragon,590
612,haxorus,Gen 5,18,1055,243,76,147,90,60,70,97,dragon,,540,1.8,105.5,dragon,136
613,cubchoo,Gen 5,5,85,61,55,70,40,60,40,40,ice,,305,0.5,8.5,ice,833
614,beartic,Gen 5,26,2600,177,95,130,80,70,80,50,ice,,505,2.6,260.0,ice,262
615,cryogonal,Gen 5,11,1480,180,80,50,50,95,135,105,ice,,515,1.1,148.0,ice,226
616,shelmet,Gen 5,4,77,61,50,40,85,40,65,25,bug,,305,0.4,7.7,bug,833
617,accelgor,Gen 5,8,253,173,80,70,40,100,60,145,bug,,495,0.8,25.3,bug,317
618,stunfisk,Gen 5,7,110,165,109,66,84,81,99,32,ground,electric,471,0.7,11.0,ground / electric,449
619,mienfoo,Gen 5,9,200,70,45,85,50,55,50,65,fighting,,350,0.9,20.0,fighting,701
620,mienshao,Gen 5,14,355,179,65,125,60,95,60,105,fighting,,510,1.4,35.5,fighting,237
621,druddigon,Gen 5,16,1390,170,77,120,90,60,90,48,dragon,,485,1.6,139.0,dragon,372
622,golett,Gen 5,10,920,61,59,74,50,35,50,35,ground,ghost,303,1.0,92.0,ground / ghost,852
623,golurk,Gen 5,28,3300,169,89,124,80,55,80,55,ground,ghost,483,2.8,330.0,ground / ghost,396
624,pawniard,Gen 5,5,102,68,45,85,70,40,40,60,dark,steel,340,0.5,10.2,dark / steel,719
625,bisharp,Gen 5,16,700,172,65,125,100,60,70,70,dark,steel,490,1.6,70.0,dark / steel,338
626,bouffalant,Gen 5,16,946,172,95,110,95,40,95,55,normal,,490,1.6,94.6,normal,338
627,rufflet,Gen 5,5,105,70,70,83,50,37,50,60,normal,flying,350,0.5,10.5,normal / flying,701
628,braviary,Gen 5,15,410,179,100,123,75,57,75,80,normal,flying,510,1.5,41.0,normal / flying,237
629,vullaby,Gen 5,5,90,74,70,55,75,45,65,60,dark,flying,370,0.5,9.0,dark / flying,669
630,mandibuzz,Gen 5,12,395,179,110,65,105,55,95,80,dark,flying,510,1.2,39.5,dark / flying,237
631,heatmor,Gen 5,14,580,169,85,97,66,105,66,65,fire,,484,1.4,58.0,fire,394
632,durant,Gen 5,3,330,169,58,109,112,48,48,109,bug,steel,484,0.3,33.0,bug / steel,394
633,deino,Gen 5,8,173,60,52,65,50,45,50,38,dark,dragon,300,0.8,17.3,dark / dragon,856
634,zweilous,Gen 5,14,500,147,72,85,70,65,70,58,dark,dragon,420,1.4,50.0,dark / dragon,562
635,hydreigon,Gen 5,18,1600,270,92,105,90,125,90,98,dark,dragon,600,1.8,160.0,dark / dragon,25
636,larvesta,Gen 5,11,288,72,55,85,55,50,55,60,bug,fire,360,1.1,28.8,bug / fire,684
637,volcarona,Gen 5,16,460,248,85,60,65,135,105,100,bug,fire,550,1.6,46.0,bug / fire,129
638,cobalion,Gen 5,21,2500,261,91,90,129,90,72,108,steel,fighting,580,2.1,250.0,steel / fighting,69
639,terrakion,Gen 5,19,2600,261,91,129,90,72,90,108,rock,fighting,580,1.9,260.0,rock / fighting,69
640,virizion,Gen 5,20,2000,261,91,90,72,90,129,108,grass,fighting,580,2.0,200.0,grass / fighting,69
641,tornadus-incarnate,Gen 5,15,630,261,79,115,70,125,80,111,flying,,580,1.5,63.0,flying,69
642,thundurus-incarnate,Gen 5,15,610,261,79,115,70,125,80,111,electric,flying,580,1.5,61.0,electric / flying,69
643,reshiram,Gen 5,32,3300,306,100,120,100,150,120,90,dragon,fire,680,3.2,330.0,dragon / fire,3
644,zekrom,Gen 5,29,3450,306,100,150,120,120,100,90,dragon,electric,680,2.9,345.0,dragon / electric,3
645,landorus-incarnate,Gen 5,15,680,270,89,125,90,115,80,101,ground,flying,600,1.5,68.0,ground / flying,25
646,kyurem,Gen 5,30,3250,297,125,130,90,130,90,95,dragon,ice,660,3.0,325.0,dragon / ice,22
647,keldeo-ordinary,Gen 5,14,485,261,91,72,90,129,90,108,water,fighting,580,1.4,48.5,water / fighting,69
648,meloetta-aria,Gen 5,6,65,270,100,77,77,128,128,90,normal,psychic,600,0.6,6.5,normal / psychic,25
649,genesect,Gen 5,15,825,270,71,120,95,120,95,99,bug,steel,600,1.5,82.5,bug / steel,25
650,chespin,Gen 6,4,90,63,56,61,65,48,45,38,grass,,313,0.4,9.0,grass,802
651,quilladin,Gen 6,7,290,142,61,78,95,56,58,57,grass,,405,0.7,29.0,grass,605
652,chesnaught,Gen 6,16,900,239,88,107,122,74,75,64,grass,fighting,530,1.6,90.0,grass / fighting,163
653,fennekin,Gen 6,4,94,61,40,45,40,62,60,60,fire,,307,0.4,9.4,fire,831
654,braixen,Gen 6,10,145,143,59,59,58,90,70,73,fire,,409,1.0,14.5,fire,604
655,delphox,Gen 6,15,390,240,75,69,72,114,100,104,fire,psychic,534,1.5,39.0,fire / psychic,157
656,froakie,Gen 6,3,70,63,41,56,40,62,44,71,water,,314,0.3,7.0,water,798
657,frogadier,Gen 6,6,109,142,54,63,52,83,56,97,water,,405,0.6,10.9,water,605
658,greninja,Gen 6,15,400,239,72,95,67,103,71,122,water,dark,530,1.5,40.0,water / dark,163
659,bunnelby,Gen 6,4,50,47,38,36,38,32,36,57,normal,,237,0.4,5.0,normal,989
660,diggersby,Gen 6,10,424,148,85,56,77,50,77,78,normal,ground,423,1.0,42.4,normal / ground,560
661,fletchling,Gen 6,3,17,56,45,50,43,40,38,62,normal,flying,278,0.3,1.7,normal / flying,924
662,fletchinder,Gen 6,7,160,134,62,73,55,56,52,84,fire,flying,382,0.7,16.0,fire / flying,661
663,talonflame,Gen 6,12,245,175,78,81,71,74,69,126,fire,flying,499,1.2,24.5,fire / flying,311
664,scatterbug,Gen 6,3,25,40,38,35,40,27,25,35,bug,,200,0.3,2.5,bug,1012
665,spewpa,Gen 6,3,84,75,45,22,60,27,30,29,bug,,213,0.3,8.4,bug,1000
666,vivillon,Gen 6,12,170,185,80,52,50,90,50,89,bug,flying,411,1.2,17.0,bug / flying,587
667,litleo,Gen 6,6,135,74,62,50,58,73,54,72,fire,normal,369,0.6,13.5,fire / normal,675
668,pyroar-male,Gen 6,15,815,177,86,68,72,109,66,106,fire,normal,507,1.5,81.5,fire / normal,259
669,flabebe,Gen 6,1,1,61,44,38,39,61,79,42,fairy,,303,0.1,0.1,fairy,852
670,floette,Gen 6,2,9,130,54,45,47,75,98,52,fairy,,371,0.2,0.9,fairy,668
671,florges,Gen 6,11,100,248,78,65,68,112,154,75,fairy,,552,1.1,10.0,fairy,128
672,skiddo,Gen 6,9,310,70,66,65,48,62,57,52,grass,,350,0.9,31.0,grass,701
673,gogoat,Gen 6,17,910,186,123,100,62,97,81,68,grass,,531,1.7,91.0,grass,162
674,pancham,Gen 6,6,80,70,67,82,62,46,48,43,fighting,,348,0.6,8.0,fighting,711
675,pangoro,Gen 6,21,1360,173,95,124,78,69,71,58,fighting,dark,495,2.1,136.0,fighting / dark,317
676,furfrou,Gen 6,12,280,165,75,80,60,65,90,102,normal,,472,1.2,28.0,normal,447
677,espurr,Gen 6,3,35,71,62,48,54,63,60,68,psychic,,355,0.3,3.5,psychic,691
678,meowstic-male,Gen 6,6,85,163,74,48,76,83,81,104,psychic,,466,0.6,8.5,psychic,465
679,honedge,Gen 6,8,20,65,45,80,100,35,37,28,steel,ghost,325,0.8,2.0,steel / ghost,761
680,doublade,Gen 6,8,45,157,59,110,150,45,49,35,steel,ghost,448,0.8,4.5,steel / ghost,522
681,aegislash-shield,Gen 6,17,530,234,60,50,140,50,140,60,steel,ghost,500,1.7,53.0,steel / ghost,278
682,spritzee,Gen 6,2,5,68,78,52,60,63,65,23,fairy,,341,0.2,0.5,fairy,717
683,aromatisse,Gen 6,8,155,162,101,72,72,99,89,29,fairy,,462,0.8,15.5,fairy,475
684,swirlix,Gen 6,4,35,68,62,48,66,59,57,49,fairy,,341,0.4,3.5,fairy,717
685,slurpuff,Gen 6,8,50,168,82,80,86,85,75,72,fairy,,480,0.8,5.0,fairy,405
686,inkay,Gen 6,4,35,58,53,54,53,37,46,45,dark,psychic,288,0.4,3.5,dark / psychic,903
687,malamar,Gen 6,15,470,169,86,92,88,68,75,73,dark,psychic,482,1.5,47.0,dark / psychic,401
688,binacle,Gen 6,5,310,61,42,52,67,39,56,50,rock,water,306,0.5,31.0,rock / water,832
689,barbaracle,Gen 6,13,960,175,72,105,115,54,86,68,rock,water,500,1.3,96.0,rock / water,278
690,skrelp,Gen 6,5,73,64,50,60,60,60,60,30,poison,water,320,0.5,7.3,poison / water,772
691,dragalge,Gen 6,18,815,173,65,75,90,97,123,44,poison,dragon,494,1.8,81.5,poison / dragon,335
692,clauncher,Gen 6,5,83,66,50,53,62,58,63,44,water,,330,0.5,8.3,water,741
693,clawitzer,Gen 6,13,353,100,71,73,88,120,89,59,water,,500,1.3,35.3,water,278
694,helioptile,Gen 6,5,60,58,44,38,33,61,43,70,electric,normal,289,0.5,6.0,electric / normal,902
695,heliolisk,Gen 6,10,210,168,62,55,52,109,94,109,electric,normal,481,1.0,21.0,electric / normal,403
696,tyrunt,Gen 6,8,260,72,58,89,77,45,45,48,rock,dragon,362,0.8,26.0,rock / dragon,682
697,tyrantrum,Gen 6,25,2700,182,82,121,119,69,59,71,rock,dragon,521,2.5,270.0,rock / dragon,211
698,amaura,Gen 6,13,252,72,77,59,50,67,63,46,rock,ice,362,1.3,25.2,rock / ice,682
699,aurorus,Gen 6,27,2250,104,123,77,72,99,92,58,rock,ice,521,2.7,225.0,rock / ice,211
700,sylveon,Gen 6,10,235,184,95,65,65,110,130,60,fairy,,525,1.0,23.5,fairy,189
701,hawlucha,Gen 6,8,215,175,78,92,75,74,63,118,fighting,flying,500,0.8,21.5,fighting / flying,278
702,dedenne,Gen 6,2,22,151,67,58,57,81,67,101,electric,fairy,431,0.2,2.2,electric / fairy,543
703,carbink,Gen 6,3,57,100,50,50,150,50,150,50,rock,fairy,500,0.3,5.7,rock / fairy,278
704,goomy,Gen 6,3,28,60,45,50,35,55,75,40,dragon,,300,0.3,2.8,dragon,856
705,sliggoo,Gen 6,8,175,158,68,75,53,83,113,60,dragon,,452,0.8,17.5,dragon,509
706,goodra,Gen 6,20,1505,270,90,100,70,110,150,80,dragon,,600,2.0,150.5,dragon,25
707,klefki,Gen 6,2,30,165,57,80,91,80,87,75,steel,fairy,470,0.2,3.0,steel / fairy,450
708,phantump,Gen 6,4,70,62,43,70,48,50,60,38,ghost,grass,309,0.4,7.0,ghost / grass,821
709,trevenant,Gen 6,15,710,166,85,110,76,65,82,56,ghost,grass,474,1.5,71.0,ghost / grass,442
710,pumpkaboo-average,Gen 6,4,50,67,49,66,70,44,55,51,ghost,grass,335,0.4,5.0,ghost / grass,731
711,gourgeist-average,Gen 6,9,125,173,65,90,122,58,75,84,ghost,grass,494,0.9,12.5,ghost / grass,335
712,bergmite,Gen 6,10,995,61,55,69,85,32,35,28,ice,,304,1.0,99.5,ice,849
713,avalugg,Gen 6,20,5050,180,95,117,184,44,46,28,ice,,514,2.0,505.0,ice,236
714,noibat,Gen 6,5,80,49,40,30,35,45,40,55,flying,dragon,245,0.5,8.0,flying / dragon,976
715,noivern,Gen 6,15,850,187,85,70,80,97,80,123,flying,dragon,535,1.5,85.0,flying / dragon,146
716,xerneas,Gen 6,30,2150,306,126,131,95,131,98,99,fairy,,680,3.0,215.0,fairy,3
717,yveltal,Gen 6,58,2030,306,126,131,95,131,98,99,dark,flying,680,5.8,203.0,dark / flying,3
718,zygarde-50,Gen 6,50,3050,270,108,100,121,81,95,95,dragon,ground,600,5.0,305.0,dragon / ground,25
719,diancie,Gen 6,7,88,270,50,100,150,100,150,50,rock,fairy,600,0.7,8.8,rock / fairy,25
720,hoopa,Gen 6,5,90,270,80,110,60,150,130,70,psychic,ghost,600,0.5,9.0,psychic / ghost,25
721,volcanion,Gen 6,17,1950,270,80,110,120,130,90,70,fire,water,600,1.7,195.0,fire / water,25
722,rowlet,Gen 7,3,15,64,68,55,55,50,50,42,grass,flying,320,0.3,1.5,grass / flying,772
723,dartrix,Gen 7,7,160,147,78,75,75,70,70,52,grass,flying,420,0.7,16.0,grass / flying,562
724,decidueye,Gen 7,16,366,239,78,107,75,100,100,70,grass,ghost,530,1.6,36.6,grass / ghost,163
725,litten,Gen 7,4,43,64,45,65,40,60,40,70,fire,,320,0.4,4.3,fire,772
726,torracat,Gen 7,7,250,147,65,85,50,80,50,90,fire,,420,0.7,25.0,fire,562
727,incineroar,Gen 7,18,830,239,95,115,90,80,90,60,fire,dark,530,1.8,83.0,fire / dark,163
728,popplio,Gen 7,4,75,64,50,54,54,66,56,40,water,,320,0.4,7.5,water,772
729,brionne,Gen 7,6,175,147,60,69,69,91,81,50,water,,420,0.6,17.5,water,562
730,primarina,Gen 7,18,440,239,80,74,74,126,116,60,water,fairy,530,1.8,44.0,water / fairy,163
731,pikipek,Gen 7,3,12,53,35,75,30,30,30,65,normal,flying,265,0.3,1.2,normal / flying,946
732,trumbeak,Gen 7,6,148,124,55,85,50,40,50,75,normal,flying,355,0.6,14.8,normal / flying,691
733,toucannon,Gen 7,11,260,218,80,120,75,75,75,60,normal,flying,485,1.1,26.0,normal / flying,372
734,yungoos,Gen 7,4,60,51,48,70,30,30,30,45,normal,,253,0.4,6.0,normal,964
735,gumshoos,Gen 7,7,142,146,88,110,60,55,60,45,normal,,418,0.7,14.2,normal,579
736,grubbin,Gen 7,4,44,60,47,62,45,55,45,46,bug,,300,0.4,4.4,bug,856
737,charjabug,Gen 7,5,105,140,57,82,95,55,75,36,bug,electric,400,0.5,10.5,bug / electric,633
738,vikavolt,Gen 7,15,450,225,77,70,90,145,75,43,bug,electric,500,1.5,45.0,bug / electric,278
739,crabrawler,Gen 7,6,70,68,47,82,57,42,47,63,fighting,,338,0.6,7.0,fighting,729
740,crabominable,Gen 7,17,1800,167,97,132,77,62,67,43,fighting,ice,478,1.7,180.0,fighting / ice,426
741,oricorio-baile,Gen 7,6,34,167,75,70,70,98,70,93,fire,flying,476,0.6,3.4,fire / flying,429
742,cutiefly,Gen 7,1,2,61,40,45,40,55,40,84,bug,fairy,304,0.1,0.2,bug / fairy,849
743,ribombee,Gen 7,2,5,162,60,55,60,95,70,124,bug,fairy,464,0.2,0.5,bug / fairy,473
744,rockruff,Gen 7,5,92,56,45,65,40,30,40,60,rock,,280,0.5,9.2,rock,913
745,lycanroc-midday,Gen 7,8,250,170,75,115,65,55,65,112,rock,,487,0.8,25.0,rock,369
746,wishiwashi-solo,Gen 7,2,3,61,45,20,20,25,25,40,water,,175,0.2,0.3,water,1025
747,mareanie,Gen 7,4,80,61,50,53,62,43,52,45,poison,water,305,0.4,8.0,poison / water,833
748,toxapex,Gen 7,7,145,173,50,63,152,53,142,35,poison,water,495,0.7,14.5,poison / water,317
749,mudbray,Gen 7,10,1100,77,70,100,70,45,55,45,ground,,385,1.0,110.0,ground,653
750,mudsdale,Gen 7,25,9200,175,100,125,100,55,85,35,ground,,500,2.5,920.0,ground,278
751,dewpider,Gen 7,3,40,54,38,40,52,40,72,27,water,bug,269,0.3,4.0,water / bug,943
752,araquanid,Gen 7,18,820,159,68,70,92,50,132,42,water,bug,454,1.8,82.0,water / bug,506
753,fomantis,Gen 7,3,15,50,40,55,35,50,35,35,grass,,250,0.3,1.5,grass,967
754,lurantis,Gen 7,9,185,168,70,105,90,80,90,45,grass,,480,0.9,18.5,grass,405
755,morelull,Gen 7,2,15,57,40,35,55,65,75,15,grass,fairy,285,0.2,1.5,grass / fairy,907
756,shiinotic,Gen 7,10,115,142,60,45,80,90,100,30,grass,fairy,405,1.0,11.5,grass / fairy,605
757,salandit,Gen 7,6,48,64,48,44,40,71,40,77,poison,fire,320,0.6,4.8,poison / fire,772
758,salazzle,Gen 7,12,222,168,68,64,60,111,60,117,poison,fire,480,1.2,22.2,poison / fire,405
759,stufful,Gen 7,5,68,68,70,75,50,45,50,50,normal,fighting,340,0.5,6.8,normal / fighting,719
760,bewear,Gen 7,21,1350,175,120,125,80,55,60,60,normal,fighting,500,2.1,135.0,normal / fighting,278
761,bounsweet,Gen 7,3,32,42,42,30,38,30,38,32,grass,,210,0.3,3.2,grass,1001
762,steenee,Gen 7,7,82,102,52,40,48,40,48,62,grass,,290,0.7,8.2,grass,892
763,tsareena,Gen 7,12,214,230,72,120,98,50,98,72,grass,,510,1.2,21.4,grass,237
764,comfey,Gen 7,1,3,170,51,52,90,82,110,100,fairy,,485,0.1,0.3,fairy,372
765,oranguru,Gen 7,15,760,172,90,60,80,90,110,60,normal,psychic,490,1.5,76.0,normal / psychic,338
766,passimian,Gen 7,20,828,172,100,120,90,40,60,80,fighting,,490,2.0,82.8,fighting,338
767,wimpod,Gen 7,5,120,46,25,35,40,20,30,80,bug,water,230,0.5,12.0,bug / water,992
768,golisopod,Gen 7,20,1080,186,75,125,140,60,90,40,bug,water,530,2.0,108.0,bug / water,163
769,sandygast,Gen 7,5,700,64,55,55,80,70,45,15,ghost,ground,320,0.5,70.0,ghost / ground,772
770,palossand,Gen 7,13,2500,168,85,75,110,100,75,35,ghost,ground,480,1.3,250.0,ghost / ground,405
771,pyukumuku,Gen 7,3,12,144,55,60,130,30,130,5,water,,410,0.3,1.2,water,590
772,type-null,Gen 7,19,1205,107,95,95,95,95,95,59,normal,,534,1.9,120.5,normal,157
773,silvally,Gen 7,23,1005,257,95,95,95,95,95,95,normal,,570,2.3,100.5,normal,93
774,minior-red-meteor,Gen 7,3,400,154,60,60,100,60,100,60,rock,flying,440,0.3,40.0,rock / flying,527
775,komala,Gen 7,4,199,168,65,115,65,75,95,65,normal,,480,0.4,19.9,normal,405
776,turtonator,Gen 7,20,2120,170,60,78,135,91,85,36,fire,dragon,485,2.0,212.0,fire / dragon,372
777,togedemaru,Gen 7,3,33,152,65,98,63,40,73,96,electric,steel,435,0.3,3.3,electric / steel,538
778,mimikyu-disguised,Gen 7,2,7,167,55,90,80,50,105,96,ghost,fairy,476,0.2,0.7,ghost / fairy,429
779,bruxish,Gen 7,9,190,166,68,105,70,70,70,92,water,psychic,475,0.9,19.0,water / psychic,431
780,drampa,Gen 7,30,1850,170,78,60,85,135,91,36,normal,dragon,485,3.0,185.0,normal / dragon,372
781,dhelmise,Gen 7,39,2100,181,70,131,100,86,90,40,ghost,grass,517,3.9,210.0,ghost / grass,225
782,jangmo-o,Gen 7,6,297,60,45,55,65,45,45,45,dragon,,300,0.6,29.7,dragon,856
783,hakamo-o,Gen 7,12,470,147,55,75,90,65,70,65,dragon,fighting,420,1.2,47.0,dragon / fighting,562
784,kommo-o,Gen 7,16,782,270,75,110,125,100,105,85,dragon,fighting,600,1.6,78.2,dragon / fighting,25
785,tapu-koko,Gen 7,18,205,257,70,115,85,95,75,130,electric,fairy,570,1.8,20.5,electric / fairy,93
786,tapu-lele,Gen 7,12,186,257,70,85,75,130,115,95,psychic,fairy,570,1.2,18.6,psychic / fairy,93
787,tapu-bulu,Gen 7,19,455,257,70,130,115,85,95,75,grass,fairy,570,1.9,45.5,grass / fairy,93
788,tapu-fini,Gen 7,13,212,257,70,75,115,95,130,85,water,fairy,570,1.3,21.2,water / fairy,93
